image_idx,psnr,ssim,lpips
0,11.32942201261848,0.09933913,0.9287062883377075
1,11.739651915663794,0.10958832,0.9236393570899963
2,11.555754931281895,0.09733671,1.0372072458267212
3,11.326051809579734,0.111309774,0.9904630780220032
4,11.452655639170313,0.09984517,1.0950040817260742
5,11.402210550219129,0.0894683,1.0290411710739136
6,10.815397002184046,0.0649111,1.0939464569091797
7,11.48201413758256,0.09469998,1.0845324993133545
8,11.484921506333059,0.08471465,0.9121901392936707
9,11.245751906687275,0.071266815,1.1162198781967163
10,11.623805451314709,0.08480512,0.9928889274597168
11,11.369854946087107,0.08993254,1.0591909885406494
12,11.623345214657142,0.11998706,1.0261738300323486
13,11.39829751350465,0.07161602,1.0599334239959717
14,11.50738122305203,0.09299337,0.9587990045547485
15,11.464843001456781,0.09474901,1.0535082817077637
16,11.515590988298223,0.10764372,0.992778480052948
17,11.483046198401771,0.1267264,0.9794940948486328
18,11.343824226651993,0.09296358,0.9262377023696899
19,10.769112158746578,0.11051103,0.9862430095672607
20,10.866780999341778,0.13768287,0.9528919458389282
21,11.48321001097749,0.09178906,0.8975927233695984
22,11.243866641122914,0.10362658,1.0965356826782227
23,11.384876496386479,0.10683915,1.0633816719055176
24,11.103709221105394,0.10333049,1.0067540407180786
25,11.23385421271591,0.101731874,1.051429271697998
26,11.913505919409776,0.08606338,1.0574829578399658
27,9.996653410168143,0.076356,1.0064283609390259
28,11.459321979430086,0.071000986,1.179472804069519
29,11.128397951284871,0.079974316,1.0732249021530151
30,11.416103363233475,0.09587786,0.9825496077537537
31,11.410768563048673,0.10679793,0.9603747129440308
32,11.591835064467567,0.124859236,1.1349173784255981
33,11.4325187548732,0.12830012,0.9977177977561951
34,11.085529486066877,0.06937262,1.0687843561172485
35,11.17918724572725,0.11295792,1.0368016958236694
36,11.1742544697908,0.09649083,0.9829578399658203
37,11.745728586770174,0.090960056,1.210790753364563
38,11.601813406885926,0.08944449,1.066817283630371
39,11.428514078318091,0.08963422,0.931708574295044
40,11.547334447339562,0.08629275,1.0015848875045776
41,11.610256874571157,0.12118199,0.9915317893028259
42,11.96773127543037,0.104901366,1.1084558963775635
43,11.91812576669731,0.15310164,0.979444146156311
44,11.050995373520697,0.12340345,1.0913193225860596
45,11.143793136493652,0.13078366,1.029259443283081
46,11.284905039910075,0.11615688,0.9928800463676453
47,11.432040305227362,0.101372965,1.1025898456573486
48,10.509480303648271,0.10560354,0.9452789425849915
49,11.374327322527385,0.090975046,1.0121853351593018
50,11.524135145745994,0.10303232,1.0852388143539429
51,11.93021884648771,0.09880256,0.9804960489273071
52,11.704550284721833,0.09710183,1.0857772827148438
53,11.15170844775777,0.09209264,1.0400303602218628
54,11.365549843694705,0.080909155,1.2087769508361816
55,11.31021781876547,0.069492415,1.0252323150634766
56,11.467492409053694,0.07950613,1.385772943496704
57,11.687155958668303,0.09082589,0.9855256080627441
58,11.1834971278748,0.08508953,0.977706253528595
59,10.771521378963609,0.0810313,0.9786548614501953
60,11.133152177020333,0.098451175,0.9936965703964233
61,11.478715966784875,0.0850118,1.2638633251190186
62,11.698338706822211,0.11949851,1.0425286293029785
63,11.507098910957037,0.07586338,1.038477897644043
64,11.355750976353045,0.08167392,1.085319995880127
65,11.188113884512545,0.10545343,0.9522202610969543
66,11.262031294207445,0.09333735,1.022857427597046
67,11.824608780402329,0.1531309,1.011584758758545
68,11.161829144195561,0.085657775,1.0747873783111572
69,11.221428982071524,0.09556409,0.8972166776657104
70,11.386223832565623,0.09496663,0.9679743051528931
71,11.054462510366836,0.09140682,1.0078696012496948
72,11.035904339049129,0.080126084,1.0628265142440796
73,11.306530977655427,0.09129647,1.0198707580566406
74,11.108637225608167,0.08143076,1.010542631149292
75,11.272412135979655,0.067945786,1.0481457710266113
76,11.935815108757385,0.088361114,0.9280261397361755
77,11.314907697364387,0.10103169,1.024369239807129
78,11.377003514223773,0.08898994,1.0973210334777832
79,11.358118135777723,0.07955255,1.078629970550537
80,11.24056948618845,0.07749275,1.0847960710525513
81,11.548461459511252,0.11705033,0.9776778817176819
82,11.169861267560403,0.087031305,0.9924856424331665
83,11.188943601925143,0.0854519,1.0236445665359497
84,11.035998321566215,0.06583434,1.0587652921676636
85,11.504127533251104,0.08784833,1.2180886268615723
86,11.255890443361668,0.09354022,1.0638885498046875
87,11.397558826721992,0.12104431,0.9622592926025391
88,11.292932979661362,0.12552693,0.891905665397644
89,11.214729783126028,0.07042035,1.1309255361557007
90,11.113904796895682,0.09675381,1.0314490795135498
91,11.090606913257853,0.116688244,1.0266600847244263
92,11.796641573515334,0.103512615,1.1504713296890259
93,11.583102888543301,0.11122326,1.0200715065002441
94,10.685304126636801,0.06610937,0.99685138463974
95,11.943205965433867,0.17356294,1.1156439781188965
96,10.89836655270524,0.14212976,1.0565859079360962
97,11.484749599955888,0.09598156,1.1551655530929565
98,11.508199488744836,0.10731393,0.9416458606719971
99,11.373058862299736,0.10480472,0.9639160633087158
Average,11.350556980732533,0.09797228,1.0350358015298844
