image_idx,psnr,ssim,lpips
0,10.373704127606917,0.08003111,0.9389753341674805
1,10.467171171610861,0.088320136,0.9507284164428711
2,10.541074321725308,0.08013322,1.0570132732391357
3,10.312009087696563,0.08958123,1.0009210109710693
4,10.421035525969293,0.07980773,1.1068896055221558
5,10.366382673425054,0.07226751,1.0428369045257568
6,9.878288481131754,0.053971335,1.1111178398132324
7,10.339603612063492,0.076989494,1.0997782945632935
8,10.485735806161426,0.06807815,0.9250260591506958
9,10.386990024792516,0.05769737,1.1276051998138428
10,10.442246853195524,0.0683129,1.0066032409667969
11,10.37461295117671,0.07496852,1.0693165063858032
12,10.463480504253686,0.09909149,1.0420280694961548
13,10.424011789231413,0.056046475,1.0709820985794067
14,10.47955196477285,0.07261873,0.9767416715621948
15,10.43802672975862,0.07575039,1.0630772113800049
16,10.494539462856187,0.087671906,1.00872802734375
17,10.354691481206437,0.10544708,0.9946877956390381
18,10.3159948852228,0.0738518,0.9384557604789734
19,9.812658854126884,0.09184128,0.9906430244445801
20,9.87664145122623,0.113200165,0.9657363891601562
21,10.34943646797294,0.072961256,0.9138354659080505
22,10.244698677841535,0.087405145,1.106177568435669
23,10.313580782297745,0.08714139,1.0740597248077393
24,10.167933309549195,0.084318966,1.016218662261963
25,10.208875343595407,0.08415534,1.05979323387146
26,10.524502189373482,0.068344325,1.0746351480484009
27,9.14571117933886,0.06411926,1.0168527364730835
28,10.436811767423535,0.058040585,1.1911746263504028
29,10.27624175703922,0.06692865,1.0811734199523926
30,10.331091674870056,0.07742414,0.9945027232170105
31,10.337199921361833,0.08705663,0.9728660583496094
32,10.470238461916775,0.10590007,1.1471221446990967
33,10.240912666153266,0.105020694,1.015465259552002
34,10.14326474984739,0.057186533,1.0766721963882446
35,10.185993425894225,0.094941296,1.0449491739273071
36,10.199395359385356,0.0783074,0.9914690256118774
37,10.563710370732329,0.07207423,1.2302587032318115
38,10.264851202955395,0.07397164,1.0843850374221802
39,10.412698636472694,0.070854254,0.9459623098373413
40,10.400687305050285,0.068402566,1.014385461807251
41,10.457602082273523,0.09972442,1.0086071491241455
42,10.497092157097075,0.08241354,1.1306265592575073
43,10.595732839924692,0.12995954,1.0014926195144653
44,9.953059595823834,0.10152292,1.1070879697799683
45,9.998650318373436,0.10621347,1.0444833040237427
46,10.21899369725431,0.09418616,1.0043277740478516
47,10.360532720224478,0.08270078,1.116720199584961
48,9.61897883734425,0.08727124,0.9570202827453613
49,10.382975466705231,0.074671045,1.0219924449920654
50,10.347792375890775,0.08450163,1.0986926555633545
51,10.309403315315846,0.08022801,1.0066518783569336
52,10.469157384612679,0.07775077,1.1044583320617676
53,10.208994113494029,0.07557518,1.0508164167404175
54,10.425072615644098,0.067458265,1.2177313566207886
55,10.2189585279454,0.05472296,1.0413357019424438
56,10.582403951856225,0.065597214,1.3996365070343018
57,10.302605222320029,0.07376835,1.002822995185852
58,10.230778993525416,0.06980159,0.9796459078788757
59,9.837669635292718,0.06567019,0.9907611012458801
60,9.909176906292878,0.08094529,1.0081154108047485
61,10.55106448833035,0.07185649,1.2740474939346313
62,10.53938422963677,0.09791878,1.0618559122085571
63,10.474963286370784,0.06069747,1.0498093366622925
64,10.465669024669948,0.0680011,1.0967152118682861
65,10.283385229611238,0.08582521,0.9675540924072266
66,10.307805884519638,0.07500208,1.0320813655853271
67,10.541169059230581,0.13083619,1.0310686826705933
68,10.195132728918175,0.0696406,1.0890324115753174
69,10.337804386601455,0.07589306,0.9074909687042236
70,10.485293411136487,0.078344665,0.9734979867935181
71,10.117512299025755,0.07435263,1.013993263244629
72,10.113296536980174,0.06666619,1.0745532512664795
73,10.412435277222444,0.07504568,1.026521921157837
74,10.15170571980648,0.066105925,1.0212163925170898
75,10.1059226233518,0.05603239,1.0623003244400024
76,10.613983343207117,0.069031455,0.9419584274291992
77,10.411055321347945,0.08290748,1.0314726829528809
78,10.389020344842068,0.0726299,1.1102067232131958
79,10.47548762882889,0.063174605,1.0894701480865479
80,10.360728249977416,0.06469243,1.0967683792114258
81,10.472825383177494,0.095399596,0.9985541105270386
82,10.243482145714719,0.07057007,1.0025378465652466
83,10.240832713659342,0.06894091,1.0271110534667969
84,10.141623254084472,0.05343597,1.0698903799057007
85,10.485543923874019,0.07053494,1.2322734594345093
86,10.196132750154872,0.0771769,1.075984001159668
87,10.343510631317788,0.09810852,0.9815636277198792
88,10.261379470792741,0.10079075,0.9096683263778687
89,10.375131017889212,0.05814597,1.1417025327682495
90,10.180808458328187,0.080722116,1.0401211977005005
91,10.144638595355866,0.09504342,1.0314620733261108
92,10.542716477920957,0.081661515,1.1641530990600586
93,10.477862057978836,0.093455434,1.0337895154953003
94,9.856849347494824,0.053403158,1.0001386404037476
95,10.470890175856942,0.14324419,1.140633463859558
96,9.904060808919272,0.11598914,1.0644158124923706
97,10.539298692344088,0.08006347,1.1676887273788452
98,10.322355182985248,0.08474302,0.962293267250061
99,10.159617630176072,0.08531182,0.9796221256256104
Average,10.298842955571336,0.07996311,1.048080952167511
