image_idx,psnr,ssim,lpips
0,19.160644441544143,0.3454425,0.830287754535675
1,21.20819835140714,0.4025457,0.6994664669036865
2,20.891680553486708,0.4126673,0.8309262990951538
3,18.933218948837528,0.33607998,0.9076380133628845
4,19.928911169904175,0.33935547,0.9855338335037231
5,19.370514288047026,0.34094158,0.8904616236686707
6,16.590554038361805,0.18902844,1.0192992687225342
7,19.292994282794233,0.33469078,0.9557846188545227
8,20.082775608451925,0.34636202,0.7730375528335571
9,19.466012033858085,0.30915287,0.9728327989578247
10,20.07411655152179,0.30187854,0.8900805115699768
11,19.16019441708886,0.32460573,0.967940628528595
12,20.339435239125528,0.38869134,0.9024969935417175
13,19.277075281282265,0.3449246,0.923600971698761
14,20.096493530271168,0.39932907,0.8006954789161682
15,20.298557614993587,0.35833386,0.9571017026901245
16,20.179428336396352,0.38933778,0.8746008276939392
17,19.53172975118068,0.39318398,0.8723246455192566
18,19.13107600155417,0.31826377,0.8288317322731018
19,16.34687968132798,0.28997937,0.9487534761428833
20,16.741041364125763,0.35326433,0.8309723138809204
21,19.40271458568832,0.32248038,0.7992050647735596
22,18.50794061354321,0.32872173,1.0031524896621704
23,18.68065284313072,0.36135456,0.9620789289474487
24,18.035329964040177,0.3315433,0.9422951936721802
25,18.467411220640233,0.31686592,0.9523409008979797
26,21.34873592413713,0.34311023,0.9346837997436523
27,13.959982778969719,0.22408192,0.9316229224205017
28,19.541048664750473,0.25201303,1.0426312685012817
29,18.585548794061324,0.2891246,0.9647014737129211
30,19.245440246860973,0.34065437,0.888344407081604
31,19.27468387858704,0.3641586,0.8697893023490906
32,19.840020417916907,0.39140466,1.0085781812667847
33,18.917584625028447,0.36317238,0.9041256308555603
34,17.8506600727018,0.22220767,0.9967086911201477
35,18.26534274237103,0.33406976,0.9413262605667114
36,18.029116183165076,0.31254634,0.9225159883499146
37,21.37710123710128,0.3946418,1.0586481094360352
38,20.34607771406276,0.27301592,0.929495096206665
39,19.483209294744867,0.33208483,0.8415447473526001
40,19.489575911729112,0.32940447,0.9177396893501282
41,20.001265363827024,0.37925115,0.8779658079147339
42,22.51876524836504,0.39634836,0.9325787425041199
43,21.783055015302427,0.46109965,0.8124078512191772
44,17.26299272988254,0.31237584,1.0230662822723389
45,17.794620574806594,0.35951945,0.9570592045783997
46,18.528096005577737,0.3450099,0.9167746305465698
47,19.38140300571506,0.32568285,0.9810014963150024
48,15.36865923040758,0.27309355,0.9216523766517639
49,19.552852912850593,0.34017894,0.9191817045211792
50,19.96177323084587,0.3607802,0.9423577189445496
51,21.870655115622306,0.2865857,0.8394613862037659
52,20.570246740002357,0.36616004,0.8884342312812805
53,17.993655735782134,0.28848553,0.9723359942436218
54,20.023862334713385,0.3182876,1.0923163890838623
55,18.192673847372625,0.23514283,0.9158983826637268
56,21.007288716727427,0.36522254,1.2222926616668701
57,20.21226340928827,0.2887582,0.8749830722808838
58,18.304182668478546,0.26594856,0.9218663573265076
59,16.43254549390796,0.22495167,0.9401469826698303
60,17.40693195774371,0.27063388,0.9465803503990173
61,20.834559930498862,0.3529915,1.0952402353286743
62,20.847862553111565,0.41344205,0.8917903900146484
63,20.03487900624966,0.31067744,0.9555907249450684
64,19.67951271546232,0.32634273,0.9850419759750366
65,18.591252691422515,0.36715794,0.8188859224319458
66,18.806011952000002,0.33540902,0.9149430394172668
67,20.541594542699816,0.41622034,0.8956454992294312
68,18.292625825232363,0.32273313,0.9605123996734619
69,18.820630855180056,0.34046993,0.7644105553627014
70,19.62297258863761,0.37879232,0.8525869846343994
71,17.527665819990887,0.27049518,0.953109860420227
72,17.689497327869756,0.27316272,0.9915584325790405
73,19.913108254948785,0.33863404,0.9222957491874695
74,17.916612151251506,0.2441395,0.94890296459198
75,17.874494933945265,0.19509141,0.9947139620780945
76,21.418066323776127,0.37891206,0.8058171272277832
77,19.523387290181933,0.3704665,0.9328582286834717
78,19.30251632257559,0.34167072,0.9821955561637878
79,20.140063967480923,0.3634217,0.9475100636482239
80,19.073071809689303,0.3081864,0.9552873373031616
81,20.14653816312295,0.4445709,0.7733887434005737
82,18.43146857275322,0.28203568,0.9112027883529663
83,18.317620957387497,0.28031054,0.9567407369613647
84,17.54690444885278,0.21419513,1.0055246353149414
85,20.563069018831168,0.38733283,1.038003921508789
86,18.460228223099485,0.3050286,0.9703366756439209
87,19.195150053685946,0.38782975,0.8297412395477295
88,18.675344567778428,0.38999763,0.7565603852272034
89,19.16265448361181,0.2956573,1.0240427255630493
90,18.073304581692867,0.31982648,0.9572141170501709
91,17.630736818221642,0.34861866,0.9452754259109497
92,20.526590044449883,0.37039354,1.0443357229232788
93,20.227012929432384,0.3719144,0.8997241258621216
94,16.184076927934044,0.18724318,0.9583427309989929
95,21.13485898251586,0.4599136,0.973564624786377
96,16.975825012181968,0.34420946,0.9636715054512024
97,20.304410077420773,0.3799456,1.0158475637435913
98,18.964065833579774,0.3623186,0.819557785987854
99,18.7394526963744,0.31352174,0.8599315881729126
Average,19.146271977911425,0.33201507,0.9264446133375168
