image_idx,psnr,ssim,lpips
0,12.795549444904438,0.13168347,0.9106100797653198
1,13.503020238555214,0.14532119,0.890568733215332
2,13.191419716868767,0.13264354,1.002253532409668
3,12.829955406900261,0.14549387,0.9758317470550537
4,13.000568329873161,0.13103534,1.0813897848129272
5,12.961111996551724,0.11726901,1.0083575248718262
6,12.216593342597882,0.08374374,1.0727890729904175
7,13.092193938899857,0.12474883,1.0570788383483887
8,12.96129152325889,0.11536481,0.8893702030181885
9,12.673939341185953,0.09772479,1.0908371210098267
10,13.324127781935108,0.11379265,0.9695377349853516
11,12.898561475794896,0.121051945,1.0442229509353638
12,13.427764739331034,0.15798767,1.0030468702316284
13,12.841450203097782,0.099113554,1.0414284467697144
14,13.16523808954441,0.12793727,0.9313151240348816
15,12.927998979263595,0.12529689,1.0440142154693604
16,13.156518921541869,0.14481603,0.9715829491615295
17,13.147897218924857,0.1660253,0.955710232257843
18,12.846449810005204,0.12239626,0.9100140333175659
19,12.148828401117244,0.14245588,0.9767125248908997
20,12.287416184864453,0.17558081,0.9355694651603699
21,13.168392194479402,0.124364235,0.8753186464309692
22,12.75319750968253,0.13269094,1.07980215549469
23,12.932338136442766,0.13758816,1.0473779439926147
24,12.538640168073684,0.13835172,0.994744598865509
25,12.793222395423186,0.13136327,1.0326014757156372
26,13.969488564099501,0.119335085,1.031463384628296
27,11.150868254838773,0.09665769,0.9960187673568726
28,13.026498256160217,0.09573591,1.1533167362213135
29,12.541013343986764,0.103396125,1.057073950767517
30,13.024920030352629,0.1298423,0.9655538201332092
31,13.02759311761708,0.14311437,0.941169261932373
32,13.333891983924534,0.15959096,1.1163763999938965
33,13.058390910795175,0.1632322,0.9786709547042847
34,12.522742305625851,0.09357659,1.0519989728927612
35,12.721637579369576,0.1473205,1.0190601348876953
36,12.692578449902472,0.12675764,0.9696791172027588
37,13.498408295622593,0.124982156,1.1842586994171143
38,13.353469316212065,0.11412158,1.039967656135559
39,13.066295404253928,0.12250131,0.9168225526809692
40,13.214131986252342,0.11531756,0.9890588521957397
41,13.32573349674545,0.1565031,0.975264310836792
42,14.190932827212944,0.14222634,1.0795273780822754
43,13.964133539901235,0.19695617,0.9494671821594238
44,12.652766984446817,0.15564018,1.0761215686798096
45,12.78342847399275,0.16788608,1.01740300655365
46,12.882674016215327,0.14916204,0.9809011816978455
47,13.074433847795245,0.13195966,1.0809396505355835
48,11.783422432049024,0.13480946,0.9372950792312622
49,12.887393727407925,0.12214249,0.9981489181518555
50,13.273280233977962,0.13670339,1.0611677169799805
51,14.05041791978096,0.12205247,0.9461526274681091
52,13.553793702040053,0.13150269,1.0477826595306396
53,12.57139064212113,0.12043226,1.0303220748901367
54,12.965465587859308,0.11138674,1.1951287984848022
55,12.926321514145354,0.0938279,0.9998539090156555
56,13.02011685854229,0.10849727,1.3659217357635498
57,13.571821869122974,0.11935613,0.9618147611618042
58,12.6213994867649,0.11055627,0.9720430374145508
59,12.107443753699629,0.10530142,0.9685479998588562
60,12.770318408053106,0.12641312,0.9800311923027039
61,13.010978391295044,0.11266163,1.2429767847061157
62,13.41081189797723,0.15534548,1.0154764652252197
63,13.068296533315733,0.104171395,1.0276718139648438
64,12.833094433080682,0.111020416,1.0725840330123901
65,12.622712588058073,0.14109208,0.9343149065971375
66,12.772698612410917,0.1263334,1.0045619010925293
67,13.80804765999589,0.19044434,0.9913403987884521
68,12.614224228670663,0.11429184,1.0585864782333374
69,12.725548373448518,0.12971453,0.8704575300216675
70,12.859631436532226,0.13036524,0.9483835697174072
71,12.446461724658143,0.11874019,1.0004074573516846
72,12.445324560329713,0.10859319,1.0529688596725464
73,12.753167995040222,0.12146147,0.9994749426841736
74,12.57618970497957,0.10769115,0.99607914686203
75,12.90287423904045,0.08719722,1.029543161392212
76,13.924308090078537,0.122575134,0.900633692741394
77,12.821611004706062,0.1351307,1.0081846714019775
78,12.918638918913226,0.11791066,1.0794978141784668
79,12.770651555374197,0.108629346,1.0623295307159424
80,12.636277765625767,0.100915276,1.068997859954834
81,13.175468817719235,0.15712377,0.9511405825614929
82,12.642826120050255,0.1160746,0.9768148064613342
83,12.679131151983151,0.114352785,1.0103559494018555
84,12.415389732855564,0.08796716,1.0454226732254028
85,13.117792454930628,0.1211138,1.1813300848007202
86,12.83196247531955,0.121127866,1.0428993701934814
87,12.98444641855209,0.15861733,0.9396229982376099
88,12.861260293482598,0.16880679,0.8676049709320068
89,12.581862160250981,0.09377176,1.11427903175354
90,12.566447302962253,0.12769441,1.017663598060608
91,12.485245385009557,0.14998299,1.0113420486450195
92,13.608093447766482,0.13868362,1.1282742023468018
93,13.301154384760272,0.1451329,1.0016939640045166
94,11.931151480914377,0.085273914,0.9879107475280762
95,13.98054271176656,0.21676509,1.0939961671829224
96,12.357600674119766,0.18398209,1.0449934005737305
97,13.054921215666443,0.12670197,1.1288745403289795
98,13.198588751034295,0.14333016,0.9171668887138367
99,13.145159467662443,0.13598917,0.9398761987686157
Average,12.936028967703441,0.12921415,1.0159214329719544
